PG,SG,SF,PF,C,G,F,UTIL,salary,fpts
Tyrese Maxey,Lonzo Ball,Aaron Nesmith,Zion Williamson,Ivica Zubac,Gradey Dick,Noah Clowney,Nic Claxton,49900,118.33500000000001
Egor Demin,Jaylon Tyson,Aaron Nesmith,Pascal Siakam,Karlo Matkovic,Coby White,Michael Porter,Nic Claxton,50000,118.33500000000001
Jamal Shead,Jaylon Tyson,Isaac Okoro,Pascal Siakam,Joel Embiid,Coby White,John Collins,Day'Ron Sharpe,49900,118.335
Egor Demin,Donovan Mitchell,Johnny Furphy,Collin Murray-Boyles,Ivica Zubac,Brandon Ingram,Ayo Dosunmu,Jamal Shead,50000,118.335
Andrew Nembhard,Jaylon Tyson,Johnny Furphy,Zion Williamson,Dominick Barlow,Tyrese Maxey,Jordan Miller,Brandon Ingram,50000,118.335
Andrew Nembhard,Jaylon Tyson,Johnny Furphy,Zion Williamson,Jarrett Allen,Drake Powell,Scottie Barnes,Ivica Zubac,49800,118.335
Andrew Nembhard,Trey Murphy,Aaron Nesmith,Nae'Qwan Tomlin,Ivica Zubac,Jeremiah Fears,Jarace Walker,Scottie Barnes,50000,118.335
TJ McConnell,Jordan Miller,Aaron Nesmith,Nae'Qwan Tomlin,Evan Mobley,Jamal Shead,Pascal Siakam,Zion Williamson,50000,118.335
Jamal Shead,Kevin Huerter,Aaron Nesmith,Pascal Siakam,Derik Queen,Nolan Traore,Scottie Barnes,Nic Claxton,49900,118.335
Andrew Nembhard,Donovan Mitchell,Paul George,Nae'Qwan Tomlin,Ivica Zubac,Brandon Ingram,Drake Powell,Kris Dunn,50000,118.335
Jamal Shead,Donovan Mitchell,Paul George,Nae'Qwan Tomlin,Nic Claxton,Kris Dunn,Collin Murray-Boyles,Nikola Vucevic,50000,118.335
Lonzo Ball,Donovan Mitchell,Jarace Walker,Derik Queen,Joel Embiid,Gradey Dick,Matas Buzelis,Nic Claxton,50000,118.335
Lonzo Ball,Donovan Mitchell,Jarace Walker,Noah Clowney,Ivica Zubac,Cam Thomas,Michael Porter,Nic Claxton,50000,118.335
Egor Demin,Donovan Mitchell,Paul George,Nae'Qwan Tomlin,Nic Claxton,Brandon Ingram,Kevin Huerter,Jamal Shead,49800,118.335
Craig Porter,Donovan Mitchell,Jarace Walker,Scottie Barnes,Jarrett Allen,TJ McConnell,Ayo Dosunmu,Nic Claxton,50000,118.33
Andrew Nembhard,Jaylon Tyson,Drake Powell,Zion Williamson,Ivica Zubac,Tyrese Maxey,Kevin Huerter,Kris Dunn,49900,118.33
Kris Dunn,Coby White,Aaron Nesmith,Nae'Qwan Tomlin,Joel Embiid,Kevin Huerter,Pascal Siakam,Nic Claxton,49800,118.33
Andrew Nembhard,Jaylon Tyson,Johnny Furphy,Noah Clowney,Ivica Zubac,James Harden,John Collins,Nic Claxton,50000,118.33
Andrew Nembhard,Trey Murphy,Drake Powell,Scottie Barnes,Nic Claxton,Jamal Shead,Collin Murray-Boyles,Sandro Mamukelashvili,49900,118.33
Lonzo Ball,Trey Murphy,Aaron Nesmith,Pascal Siakam,Nic Claxton,Jamal Shead,De'Andre Hunter,Paul George,49900,118.33
Craig Porter,Gradey Dick,Michael Porter,Jay Huff,Jarrett Allen,Tyrese Maxey,Jordan Miller,Ivica Zubac,50000,118.33
Jamal Shead,Jaylon Tyson,Paul George,Derik Queen,Nic Claxton,Tre Jones,Michael Porter,Noah Clowney,49900,118.33
Craig Porter,Trey Murphy,Kevin Huerter,Jay Huff,Ivica Zubac,Lonzo Ball,Scottie Barnes,Brandon Ingram,49900,118.33
Tyrese Maxey,Donovan Mitchell,Johnny Furphy,Noah Clowney,Ivica Zubac,Jaylon Tyson,Jordan Miller,Egor Demin,50000,118.33
Craig Porter,Donovan Mitchell,Johnny Furphy,Nae'Qwan Tomlin,Joel Embiid,Lonzo Ball,Pascal Siakam,Tre Jones,50000,118.33
Craig Porter,VJ Edgecombe,Jaylon Tyson,Matas Buzelis,Ivica Zubac,TJ McConnell,Collin Murray-Boyles,Tyrese Maxey,50000,118.33
Craig Porter,Jaylon Tyson,Aaron Nesmith,Evan Mobley,Ivica Zubac,TJ McConnell,Noah Clowney,Nikola Vucevic,49900,118.33
TJ McConnell,Brandon Ingram,Jarace Walker,Scottie Barnes,Ivica Zubac,Egor Demin,Gradey Dick,Nikola Vucevic,49900,118.33
Craig Porter,Trey Murphy,Jarace Walker,Zion Williamson,Nikola Vucevic,Jamal Shead,Matas Buzelis,Tre Jones,50000,118.33
Andrew Nembhard,Trey Murphy,Jordan Miller,Nae'Qwan Tomlin,Day'Ron Sharpe,Jamal Shead,Zion Williamson,Nikola Vucevic,49900,118.33
TJ McConnell,VJ Edgecombe,Aaron Nesmith,Pascal Siakam,Joel Embiid,Lonzo Ball,Jay Huff,Collin Murray-Boyles,50000,118.33
TJ McConnell,Trey Murphy,Aaron Nesmith,Jarace Walker,Ivica Zubac,Coby White,Michael Porter,Egor Demin,50000,118.33
Craig Porter,Brandon Ingram,Jarace Walker,Dominick Barlow,Collin Murray-Boyles,Tyrese Maxey,Michael Porter,Jamal Shead,49900,118.33
Andrew Nembhard,Trey Murphy,Jarace Walker,Nae'Qwan Tomlin,Collin Murray-Boyles,Drake Powell,Pascal Siakam,Michael Porter,50000,118.33
Andrew Nembhard,Cam Thomas,Jarace Walker,Zion Williamson,Joel Embiid,Nolan Traore,Derik Queen,Nic Claxton,50000,118.33
Craig Porter,Trey Murphy,De'Andre Hunter,Derik Queen,Ivica Zubac,Jamal Shead,Noah Clowney,Nikola Vucevic,50000,118.33
Andrew Nembhard,Coby White,Aaron Nesmith,Nae'Qwan Tomlin,Jarrett Allen,Nolan Traore,Pascal Siakam,Nikola Vucevic,50000,118.33
Jamal Shead,Brandon Ingram,Johnny Furphy,Pascal Siakam,Derik Queen,Drake Powell,Michael Porter,Noah Clowney,50000,118.33
Craig Porter,Ben Sheppard,Jaylon Tyson,Pascal Siakam,Ivica Zubac,Trey Murphy,Michael Porter,Jordan Miller,50000,118.33
Andrew Nembhard,VJ Edgecombe,Jarace Walker,Derik Queen,Evan Mobley,Craig Porter,Jaylon Tyson,Nic Claxton,49900,118.33
James Harden,Trey Murphy,Jarace Walker,Jay Huff,Ivica Zubac,Jaylon Tyson,Saddiq Bey,Nic Claxton,50000,118.33
Craig Porter,Lonzo Ball,Ayo Dosunmu,Zion Williamson,Ivica Zubac,Tyrese Maxey,Matas Buzelis,Jamal Shead,50000,118.33
Tyrese Maxey,Lonzo Ball,Kelly Oubre,Jay Huff,Joel Embiid,Coby White,Matas Buzelis,Jamal Shead,50000,118.33
Andrew Nembhard,Donovan Mitchell,Kelly Oubre,Matas Buzelis,Ivica Zubac,Drake Powell,Collin Murray-Boyles,Nic Claxton,50000,118.33
Craig Porter,Ayo Dosunmu,Johnny Furphy,Pascal Siakam,Jarrett Allen,Tyrese Maxey,Jay Huff,Nic Claxton,49900,118.33
Jamal Shead,Jaylon Tyson,Drake Powell,Evan Mobley,Ivica Zubac,Brandon Ingram,John Collins,Coby White,49900,118.33
Andrew Nembhard,Brandon Ingram,De'Andre Hunter,Karlo Matkovic,Nic Claxton,Coby White,Collin Murray-Boyles,Nikola Vucevic,49900,118.33
Jamal Shead,Gradey Dick,Jarace Walker,Pascal Siakam,Evan Mobley,Tre Jones,Jay Huff,Nikola Vucevic,49900,118.325
Andrew Nembhard,VJ Edgecombe,Saddiq Bey,Pascal Siakam,Nic Claxton,Craig Porter,Jalen Smith,Jamal Shead,49900,118.325
Tre Jones,Donovan Mitchell,Jarace Walker,Nae'Qwan Tomlin,Ivica Zubac,Jaylon Tyson,Michael Porter,John Collins,50000,118.325
TJ McConnell,Kevin Huerter,Paul George,Zion Williamson,Jay Huff,Tyrese Maxey,Noah Clowney,Nic Claxton,50000,118.325
Jamal Shead,Jaylon Tyson,Aaron Nesmith,Jalen Smith,Joel Embiid,Coby White,Gradey Dick,Nikola Vucevic,49800,118.325
Lonzo Ball,Jaylon Tyson,Jarace Walker,Nae'Qwan Tomlin,Joel Embiid,James Harden,Zion Williamson,Nic Claxton,49900,118.325
TJ McConnell,Coby White,Gradey Dick,Pascal Siakam,Evan Mobley,Tre Jones,Jay Huff,Nic Claxton,49900,118.325
TJ McConnell,Drake Powell,De'Andre Hunter,Pascal Siakam,Jarrett Allen,Jamal Shead,Zion Williamson,Nikola Vucevic,50000,118.325
Tre Jones,Ben Sheppard,Jarace Walker,Zion Williamson,Nic Claxton,Donovan Mitchell,Jaylon Tyson,Nikola Vucevic,49900,118.325
Tre Jones,Jaylon Tyson,Kelly Oubre,Pascal Siakam,Joel Embiid,Coby White,Jay Huff,Noah Clowney,49900,118.325
TJ McConnell,Lonzo Ball,Ayo Dosunmu,Pascal Siakam,Jay Huff,Tyrese Maxey,Collin Murray-Boyles,Ivica Zubac,49900,118.325
Craig Porter,Jaylon Tyson,Johnny Furphy,De'Andre Hunter,Joel Embiid,Tre Jones,Michael Porter,Ivica Zubac,49700,118.325
Andrew Nembhard,Brandon Ingram,Johnny Furphy,Jarace Walker,Ivica Zubac,Cam Thomas,Michael Porter,Tre Jones,50000,118.325
Tyrese Maxey,Jaylon Tyson,Johnny Furphy,Paul George,Nic Claxton,Brandon Ingram,Isaac Okoro,Coby White,50000,118.325
Jamal Shead,Brandon Ingram,Aaron Nesmith,Nae'Qwan Tomlin,Evan Mobley,Coby White,Ayo Dosunmu,Nic Claxton,50000,118.325
Lonzo Ball,Donovan Mitchell,Johnny Furphy,Nae'Qwan Tomlin,Jay Huff,Brandon Ingram,Zion Williamson,Nikola Vucevic,49900,118.32499999999999
Andrew Nembhard,Ben Sheppard,Michael Porter,Derik Queen,Jay Huff,Tyrese Maxey,Gradey Dick,Jamal Shead,50000,118.32000000000001
Tyrese Maxey,Coby White,Aaron Nesmith,Zion Williamson,Jay Huff,Drake Powell,De'Andre Hunter,Ivica Zubac,49900,118.32000000000001
Craig Porter,Lonzo Ball,De'Andre Hunter,Pascal Siakam,Nic Claxton,TJ McConnell,Paul George,Tyrese Maxey,49900,118.32
Jeremiah Fears,Lonzo Ball,Kelly Oubre,Pascal Siakam,Joel Embiid,Brandon Ingram,Jarace Walker,Nic Claxton,50000,118.32
Andrew Nembhard,Trey Murphy,Jarace Walker,Pascal Siakam,Day'Ron Sharpe,Craig Porter,Zion Williamson,Kris Dunn,50000,118.32
Andrew Nembhard,Ayo Dosunmu,Johnny Furphy,Zion Williamson,Joel Embiid,Jamal Shead,De'Andre Hunter,Tre Jones,50000,118.32
Andrew Nembhard,Jaylon Tyson,Paul George,Jay Huff,Nikola Vucevic,Lonzo Ball,Michael Porter,Kevin Huerter,49900,118.32
Craig Porter,Donovan Mitchell,De'Andre Hunter,Derik Queen,Nikola Vucevic,Jaylon Tyson,Jarace Walker,Coby White,49800,118.32
TJ McConnell,Trey Murphy,Isaac Okoro,Pascal Siakam,Jay Huff,Tyrese Maxey,Gradey Dick,Jamal Shead,49800,118.32
Andrew Nembhard,Jaylon Tyson,Michael Porter,Matas Buzelis,Joel Embiid,Craig Porter,Kevin Huerter,Nolan Traore,49700,118.32
Jeremiah Fears,Donovan Mitchell,De'Andre Hunter,Derik Queen,Joel Embiid,Lonzo Ball,Jay Huff,Jamal Shead,50000,118.32
Jamal Shead,Donovan Mitchell,Jarace Walker,Paul George,Nikola Vucevic,Brandon Ingram,Isaac Okoro,Jordan Miller,50000,118.32
Craig Porter,Trey Murphy,Paul George,Jay Huff,Nic Claxton,Jeremiah Fears,Scottie Barnes,Jamal Shead,49800,118.32
Craig Porter,VJ Edgecombe,Michael Porter,Nae'Qwan Tomlin,Jay Huff,Tre Jones,Pascal Siakam,Nic Claxton,49800,118.32
Andrew Nembhard,Brandon Ingram,Gradey Dick,Nae'Qwan Tomlin,Joel Embiid,Coby White,Matas Buzelis,Sandro Mamukelashvili,50000,118.32
Tyrese Maxey,Donovan Mitchell,Jaylon Tyson,Noah Clowney,Nic Claxton,Lonzo Ball,Gradey Dick,Tre Jones,50000,118.32
Lonzo Ball,Donovan Mitchell,Aaron Nesmith,Pascal Siakam,Ivica Zubac,Drake Powell,Jalen Smith,Nic Claxton,50000,118.32
Andrew Nembhard,Ben Sheppard,Jaylon Tyson,Nae'Qwan Tomlin,Joel Embiid,Donovan Mitchell,Collin Murray-Boyles,Tre Jones,50000,118.32
Egor Demin,Jaylon Tyson,Ayo Dosunmu,Pascal Siakam,Jay Huff,Brandon Ingram,Jordan Miller,Nikola Vucevic,49900,118.32
Andrew Nembhard,Donovan Mitchell,De'Andre Hunter,Nae'Qwan Tomlin,Nikola Vucevic,Craig Porter,Matas Buzelis,Noah Clowney,50000,118.32
Andrew Nembhard,Donovan Mitchell,Johnny Furphy,Nae'Qwan Tomlin,Jay Huff,Tre Jones,Matas Buzelis,Scottie Barnes,50000,118.315
Andrew Nembhard,Jaylon Tyson,Johnny Furphy,Evan Mobley,Joel Embiid,Craig Porter,Isaac Okoro,Coby White,50000,118.315
Andrew Nembhard,Donovan Mitchell,Aaron Nesmith,Nae'Qwan Tomlin,Ivica Zubac,Drake Powell,Zion Williamson,Sandro Mamukelashvili,50000,118.315
Jamal Shead,Jaylon Tyson,Johnny Furphy,Paul George,John Collins,Brandon Ingram,Michael Porter,Coby White,50000,118.315
Kris Dunn,Jaylon Tyson,Johnny Furphy,Zion Williamson,Ivica Zubac,Brandon Ingram,De'Andre Hunter,Michael Porter,50000,118.315
Tyrese Maxey,Trey Murphy,Drake Powell,Jay Huff,Nic Claxton,Lonzo Ball,Matas Buzelis,Brandon Ingram,50000,118.315
Jamal Shead,Trey Murphy,Jaylon Tyson,Nae'Qwan Tomlin,Jarrett Allen,Coby White,Ayo Dosunmu,Joel Embiid,50000,118.315
Andrew Nembhard,Brandon Ingram,Ayo Dosunmu,Jay Huff,Joel Embiid,Jeremiah Fears,Karlo Matkovic,Ivica Zubac,50000,118.315
Jamal Shead,VJ Edgecombe,Jaylon Tyson,Matas Buzelis,Ivica Zubac,Tre Jones,Collin Murray-Boyles,Nikola Vucevic,50000,118.315
Tyrese Maxey,Trey Murphy,Jaylon Tyson,Jay Huff,Joel Embiid,Coby White,Drake Powell,Nolan Traore,49900,118.315
Andrew Nembhard,Brandon Ingram,Saddiq Bey,Zion Williamson,Jay Huff,Coby White,Noah Clowney,Egor Demin,50000,118.315
TJ McConnell,Brandon Ingram,Michael Porter,Nae'Qwan Tomlin,Ivica Zubac,Drake Powell,Matas Buzelis,Nikola Vucevic,50000,118.315
Andrew Nembhard,Jaylon Tyson,Michael Porter,Zion Williamson,Day'Ron Sharpe,Coby White,Jordan Miller,Kevin Huerter,50000,118.315
Andrew Nembhard,Donovan Mitchell,Jarace Walker,Paul George,Jarrett Allen,Jamal Shead,Kevin Huerter,Tre Jones,50000,118.315
Andrew Nembhard,Jaylon Tyson,De'Andre Hunter,Noah Clowney,Jarrett Allen,Egor Demin,Scottie Barnes,Ivica Zubac,50000,118.315
Craig Porter,Jaylon Tyson,Michael Porter,Dominick Barlow,Nikola Vucevic,TJ McConnell,Scottie Barnes,Jamal Shead,49800,118.315
Andrew Nembhard,Brandon Ingram,De'Andre Hunter,Jarace Walker,Day'Ron Sharpe,Coby White,Michael Porter,Tre Jones,50000,118.315
Jamal Shead,Coby White,Aaron Nesmith,Pascal Siakam,Jarrett Allen,Drake Powell,Zion Williamson,Collin Murray-Boyles,50000,118.315
TJ McConnell,Brandon Ingram,Ayo Dosunmu,Jay Huff,Ivica Zubac,Coby White,John Collins,Nikola Vucevic,50000,118.315
TJ McConnell,Trey Murphy,Aaron Nesmith,Jay Huff,Collin Murray-Boyles,Coby White,Scottie Barnes,Jamal Shead,49600,118.315
Craig Porter,Donovan Mitchell,De'Andre Hunter,Jarace Walker,Joel Embiid,Coby White,Matas Buzelis,Kevin Huerter,50000,118.315
Nolan Traore,Trey Murphy,Johnny Furphy,Jarace Walker,Nic Claxton,Brandon Ingram,Michael Porter,Nikola Vucevic,50000,118.315
TJ McConnell,Lonzo Ball,Aaron Nesmith,Jay Huff,Joel Embiid,Gradey Dick,Scottie Barnes,Nikola Vucevic,50000,118.315
Nolan Traore,Trey Murphy,Jaylon Tyson,Nae'Qwan Tomlin,Jay Huff,Brandon Ingram,Michael Porter,Nikola Vucevic,49900,118.315
Craig Porter,Trey Murphy,Jaylon Tyson,Zion Williamson,Ivica Zubac,Lonzo Ball,Michael Porter,Gradey Dick,50000,118.315
TJ McConnell,Gradey Dick,Aaron Nesmith,Pascal Siakam,Joel Embiid,Kris Dunn,Matas Buzelis,Nic Claxton,49800,118.315
Andrew Nembhard,Gradey Dick,Isaac Okoro,Jay Huff,Nikola Vucevic,Tyrese Maxey,Matas Buzelis,Jamal Shead,49700,118.31
Kris Dunn,Coby White,Aaron Nesmith,Jay Huff,Joel Embiid,Drake Powell,Michael Porter,Ivica Zubac,49800,118.31
Craig Porter,Trey Murphy,Gradey Dick,Zion Williamson,Jay Huff,Brandon Ingram,Matas Buzelis,Coby White,50000,118.31
Craig Porter,Kevin Huerter,De'Andre Hunter,Paul George,Nic Claxton,Jamal Shead,Scottie Barnes,Nikola Vucevic,50000,118.31
TJ McConnell,Ben Sheppard,Jaylon Tyson,Paul George,Joel Embiid,Tyrese Maxey,Noah Clowney,Nic Claxton,50000,118.31
Andrew Nembhard,Trey Murphy,Aaron Nesmith,Matas Buzelis,Nikola Vucevic,Lonzo Ball,Noah Clowney,Jamal Shead,49900,118.31
Lonzo Ball,Brandon Ingram,Aaron Nesmith,Jay Huff,Joel Embiid,Ayo Dosunmu,Jarace Walker,Michael Porter,49900,118.31
Jamal Shead,Trey Murphy,Drake Powell,Pascal Siakam,Nic Claxton,Kris Dunn,Zion Williamson,Collin Murray-Boyles,49900,118.31
Jeremiah Fears,Jaylon Tyson,Aaron Nesmith,Evan Mobley,Ivica Zubac,Coby White,Noah Clowney,Nic Claxton,50000,118.31
TJ McConnell,Donovan Mitchell,Aaron Nesmith,Matas Buzelis,Nic Claxton,Coby White,Noah Clowney,Collin Murray-Boyles,49800,118.31
Andrew Nembhard,Brandon Ingram,Jarace Walker,Zion Williamson,Nikola Vucevic,Coby White,Drake Powell,Sandro Mamukelashvili,49900,118.31
TJ McConnell,Kevin Huerter,Isaac Okoro,Matas Buzelis,Joel Embiid,Jamal Shead,Michael Porter,Nic Claxton,49700,118.31
Jeremiah Fears,Kevin Huerter,Johnny Furphy,Pascal Siakam,Joel Embiid,TJ McConnell,Jay Huff,Nikola Vucevic,50000,118.31
Egor Demin,Donovan Mitchell,Jarace Walker,Derik Queen,Jay Huff,Jaylon Tyson,Paul George,Brandon Ingram,49900,118.31
Andrew Nembhard,Kevin Huerter,Aaron Nesmith,Derik Queen,Nikola Vucevic,Craig Porter,Paul George,Jamal Shead,50000,118.31
Craig Porter,VJ Edgecombe,Jaylon Tyson,Collin Murray-Boyles,Nic Claxton,Brandon Ingram,Kevin Huerter,Nikola Vucevic,49900,118.31
Andrew Nembhard,Jaylon Tyson,Michael Porter,Jalen Smith,Joel Embiid,Craig Porter,Jordan Miller,Day'Ron Sharpe,50000,118.31
TJ McConnell,Donovan Mitchell,Johnny Furphy,Pascal Siakam,Derik Queen,Jamal Shead,De'Andre Hunter,Tre Jones,50000,118.31
Jeremiah Fears,Brandon Ingram,Aaron Nesmith,De'Andre Hunter,Joel Embiid,Tre Jones,Jarace Walker,Ivica Zubac,50000,118.305
Andrew Nembhard,Donovan Mitchell,Michael Porter,Jay Huff,Sandro Mamukelashvili,Coby White,Noah Clowney,Nolan Traore,50000,118.305
Andrew Nembhard,VJ Edgecombe,Jarace Walker,Nae'Qwan Tomlin,Nikola Vucevic,Jamal Shead,Scottie Barnes,Tre Jones,49900,118.305
Jamal Shead,Jordan Miller,Jarace Walker,Pascal Siakam,Jay Huff,James Harden,Noah Clowney,Nikola Vucevic,49800,118.305
Egor Demin,Kris Dunn,Jarace Walker,Pascal Siakam,Ivica Zubac,Tre Jones,Scottie Barnes,Nic Claxton,49900,118.305
Craig Porter,Kevin Huerter,De'Andre Hunter,Jay Huff,Ivica Zubac,Tyrese Maxey,Collin Murray-Boyles,Nikola Vucevic,50000,118.305
TJ McConnell,Brandon Ingram,Johnny Furphy,Derik Queen,Nikola Vucevic,Jamal Shead,Michael Porter,Gradey Dick,50000,118.305
Tre Jones,Donovan Mitchell,Jarace Walker,Collin Murray-Boyles,Nic Claxton,Coby White,Michael Porter,Drake Powell,50000,118.305
Tyrese Maxey,Jaylon Tyson,Gradey Dick,Zion Williamson,Ivica Zubac,Coby White,Jordan Miller,Egor Demin,50000,118.305
TJ McConnell,Lonzo Ball,Jarace Walker,Scottie Barnes,Joel Embiid,Drake Powell,Michael Porter,Ivica Zubac,49800,118.305
Egor Demin,Donovan Mitchell,Aaron Nesmith,Jay Huff,Ivica Zubac,Cam Thomas,Collin Murray-Boyles,Nic Claxton,50000,118.30499999999999
Craig Porter,Donovan Mitchell,Saddiq Bey,Derik Queen,Nic Claxton,TJ McConnell,Jordan Miller,Brandon Ingram,50000,118.30499999999999
Jeremiah Fears,Lonzo Ball,Kelly Oubre,Pascal Siakam,Ivica Zubac,Jamal Shead,Scottie Barnes,Nic Claxton,49900,118.30499999999999
Lonzo Ball,Donovan Mitchell,Jaylon Tyson,Paul George,Joel Embiid,Jamal Shead,Kevin Huerter,Day'Ron Sharpe,50000,118.30499999999999
Craig Porter,Brandon Ingram,Aaron Nesmith,Pascal Siakam,Nic Claxton,Egor Demin,Matas Buzelis,Sandro Mamukelashvili,50000,118.30499999999999
Andrew Nembhard,Donovan Mitchell,Kevin Huerter,Nae'Qwan Tomlin,Joel Embiid,Craig Porter,Noah Clowney,Day'Ron Sharpe,49900,118.30499999999999
Craig Porter,Donovan Mitchell,Johnny Furphy,Nae'Qwan Tomlin,Joel Embiid,Kevin Huerter,Jay Huff,Scottie Barnes,49900,118.30499999999999
Egor Demin,Donovan Mitchell,Jarace Walker,Zion Williamson,Joel Embiid,Jaylon Tyson,Jordan Miller,Kris Dunn,50000,118.30499999999999
Lonzo Ball,Jaylon Tyson,Jarace Walker,Pascal Siakam,Joel Embiid,Tre Jones,Zion Williamson,Kevin Huerter,49800,118.30499999999999
Lonzo Ball,Donovan Mitchell,Aaron Nesmith,Jarace Walker,Ivica Zubac,Trey Murphy,Saddiq Bey,Nic Claxton,50000,118.30499999999999
Tyrese Maxey,Jaylon Tyson,Johnny Furphy,Paul George,Ivica Zubac,Jamal Shead,Isaac Okoro,Nikola Vucevic,49900,118.3
Andrew Nembhard,Jaylon Tyson,Jarace Walker,Nae'Qwan Tomlin,Evan Mobley,Nolan Traore,Pascal Siakam,Scottie Barnes,49900,118.3
Andrew Nembhard,Trey Murphy,Johnny Furphy,Nae'Qwan Tomlin,Ivica Zubac,Coby White,De'Andre Hunter,Scottie Barnes,50000,118.3
Andrew Nembhard,Drake Powell,Aaron Nesmith,Derik Queen,Ivica Zubac,James Harden,Jarace Walker,Nic Claxton,50000,118.3
Andrew Nembhard,Trey Murphy,Gradey Dick,Zion Williamson,Jarrett Allen,Craig Porter,Collin Murray-Boyles,Jamal Shead,49900,118.3
Andrew Nembhard,Donovan Mitchell,Jarace Walker,Collin Murray-Boyles,Ivica Zubac,Coby White,John Collins,Kris Dunn,49900,118.3
Jamal Shead,Donovan Mitchell,De'Andre Hunter,Jay Huff,Joel Embiid,Kevin Huerter,Matas Buzelis,Sandro Mamukelashvili,50000,118.3
Andrew Nembhard,Coby White,Jarace Walker,Matas Buzelis,Joel Embiid,Drake Powell,Scottie Barnes,Day'Ron Sharpe,50000,118.3
Craig Porter,Brandon Ingram,Jarace Walker,Jay Huff,Collin Murray-Boyles,Jeremiah Fears,Michael Porter,Scottie Barnes,50000,118.3
Andrew Nembhard,Brandon Ingram,Jordan Miller,Pascal Siakam,Day'Ron Sharpe,Jeremiah Fears,Noah Clowney,Coby White,50000,118.3
Craig Porter,Donovan Mitchell,Paul George,Nae'Qwan Tomlin,Nikola Vucevic,Coby White,Noah Clowney,Jamal Shead,49800,118.3
Tyrese Maxey,Jordan Miller,Aaron Nesmith,Pascal Siakam,Jay Huff,Kris Dunn,Jarace Walker,Nikola Vucevic,49900,118.3
Andrew Nembhard,Jordan Hawkins,De'Andre Hunter,Zion Williamson,Joel Embiid,Brandon Ingram,Drake Powell,Nic Claxton,50000,118.3
Craig Porter,Donovan Mitchell,Drake Powell,Scottie Barnes,Nic Claxton,Jamal Shead,John Collins,Tre Jones,50000,118.3
Andrew Nembhard,Trey Murphy,Jarace Walker,Collin Murray-Boyles,Joel Embiid,Jeremiah Fears,Isaac Okoro,Nic Claxton,50000,118.3
Andrew Nembhard,Trey Murphy,Drake Powell,Zion Williamson,Nikola Vucevic,Lonzo Ball,Collin Murray-Boyles,Jamal Shead,50000,118.295
Andrew Nembhard,Kris Dunn,De'Andre Hunter,Jay Huff,Nic Claxton,Egor Demin,Scottie Barnes,Nikola Vucevic,49900,118.295
Andrew Nembhard,Coby White,Jarace Walker,Noah Clowney,Collin Murray-Boyles,Tyrese Maxey,Michael Porter,Nolan Traore,50000,118.295
TJ McConnell,VJ Edgecombe,De'Andre Hunter,Pascal Siakam,Ivica Zubac,Tre Jones,Collin Murray-Boyles,Nic Claxton,50000,118.295
Craig Porter,Trey Murphy,Michael Porter,Nae'Qwan Tomlin,Jarrett Allen,Jamal Shead,Collin Murray-Boyles,Ivica Zubac,49900,118.295
Andrew Nembhard,Donovan Mitchell,Johnny Furphy,Jay Huff,Day'Ron Sharpe,Coby White,Michael Porter,Kris Dunn,50000,118.295
TJ McConnell,Jaylon Tyson,Johnny Furphy,Dominick Barlow,Ivica Zubac,Brandon Ingram,Michael Porter,Scottie Barnes,50000,118.295
Craig Porter,Donovan Mitchell,Aaron Nesmith,Collin Murray-Boyles,Nic Claxton,Jordan Miller,Kevin Huerter,Nikola Vucevic,50000,118.295
Jeremiah Fears,Donovan Mitchell,Jarace Walker,Evan Mobley,Jay Huff,Jaylon Tyson,Jordan Miller,Brandon Ingram,50000,118.295
Tyrese Maxey,Coby White,Gradey Dick,Pascal Siakam,Derik Queen,Nolan Traore,Jay Huff,Nic Claxton,49800,118.295
Jamal Shead,Jaylon Tyson,Aaron Nesmith,John Collins,Jarrett Allen,Brandon Ingram,Michael Porter,Jordan Miller,50000,118.295
Craig Porter,Trey Murphy,Aaron Nesmith,Nae'Qwan Tomlin,Joel Embiid,Jordan Miller,Jay Huff,Michael Porter,49900,118.295
Egor Demin,Jaylon Tyson,Jarace Walker,Karlo Matkovic,Joel Embiid,Brandon Ingram,Michael Porter,Coby White,50000,118.295
Tyrese Maxey,Ben Sheppard,Jaylon Tyson,Collin Murray-Boyles,Ivica Zubac,Gradey Dick,Michael Porter,Nic Claxton,50000,118.295
Craig Porter,Brandon Ingram,Johnny Furphy,Jay Huff,Nikola Vucevic,Tyrese Maxey,Noah Clowney,Tre Jones,50000,118.295
Tyrese Maxey,Lonzo Ball,De'Andre Hunter,Jay Huff,Nic Claxton,Jamal Shead,Paul George,Nikola Vucevic,49600,118.295
Tyrese Maxey,Drake Powell,Aaron Nesmith,Jarace Walker,Joel Embiid,Tre Jones,Noah Clowney,Ivica Zubac,50000,118.295
TJ McConnell,Brandon Ingram,Aaron Nesmith,Zion Williamson,Nic Claxton,Nolan Traore,Collin Murray-Boyles,Nikola Vucevic,49800,118.295
Tre Jones,Coby White,Jarace Walker,Jay Huff,Ivica Zubac,Ayo Dosunmu,Michael Porter,Nikola Vucevic,50000,118.295
James Harden,Jaylon Tyson,Jordan Miller,Nae'Qwan Tomlin,Joel Embiid,Coby White,Noah Clowney,Nic Claxton,50000,118.295
Tyrese Maxey,Lonzo Ball,Jarace Walker,Jay Huff,Joel Embiid,Egor Demin,Noah Clowney,Nikola Vucevic,50000,118.295
